race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,inspection_complete,pole_winner_laptime,short_name
4834,2,2019,Sport Clips Haircuts VFW 200,1,FALSE,4,Darlington Raceway,2019-08-31T16:00:00,2019-08-31T16:00:00,2019-08-31T16:00:00,200.8,200.802,147,147,45,45,57,38,4023,171.369,5,3,5,23,119.131,1:41:08,.602,0,"Cole Custer won the Sport Clips Haircuts VFW 200, his eighth career NASCAR Xfinity Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #18 (backup car), #4, 38 and 89 (unapproved adjustments).",0,MRN,NBC,2200,TRUE,NA,Darlington
4835,2,2019,Indiana 250,1,FALSE,123,Indianapolis Motor Speedway,2019-09-07T15:00:00,2019-09-07T15:00:00,2019-09-07T15:00:00,250,250,100,100,30,30,40,38,454,168.397,14,7,8,31,114.199,2:11:21,0.132,0,"Kyle Busch won the Indiana 250 at Indianapolis Motor Speedway. His 96th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 90, 93, 15 (unapproved adjustments), No. 17 (engine change). ",0,IMS,NBCSN,4074,TRUE,NA,Indy
4836,2,2019,Rhino Pro Truck Outfitters 300,1,FALSE,42,Las Vegas Motor Speedway,2019-09-14T19:30:00,2019-09-14T16:30:00,2019-09-14T16:30:00,300,300,200,200,45,45,110,38,4104,181.372,13,5,4,20,138.284,2:10:10,0.738,0,"Tyler Reddick won the second annual Rhino Pro Truck Outfitters 300, his eighth career NASCAR Xfinity Series victory. Prior to the start of the race the following car dropped to the rear under penalty for the reason indicated: No. 74 (engine change).",0,PRN,NBCSN,4082,TRUE,NA,Las Vegas
4837,2,2019,Go Bowling 250,1,FALSE,26,Richmond Raceway,2019-09-20T19:30:00,2019-09-20T19:30:00,2019-09-20T19:30:00,187.5,187.5,250,250,75,75,100,38,4180,118.901,4,3,5,31,95.935,1:57:16,1.700,0,"Christopher Bell won the Go Bowling 250 at Richmond Raceway, his 15th NASCAR Xfinity Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #7, 90 (tire change), #23, 38 (unapproved adjustments).",0,MRN,NBCSN,2332,TRUE,NA,Richmond
4838,2,2019,Drive for the Cure 200 presented by Blue Cross Blue Shield of North Carolina,1,FALSE,210,Charlotte Motor Speedway Road Course,2019-09-28T15:30:00,2019-09-28T15:30:00,2019-09-28T15:30:00,152.76,0,67,67,20,20,27,38,4228,100.346,7,6,7,14,73.726,2:06:30,2.386,0,"AJ Allmendinger won the Drive for the Cure 250 presented by Blue Cross Blue Shield of North Carolina at the Charlotte Motor Speedway Road Course. His third victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 08, 35, 38, 18 (unapproved adjustments), Nos. 1, 99, 43, 9 (backup car).",0,PRN,NBCSN,4742,TRUE,NA,ROVAL
4839,2,2019,Use Your Melon Driver Sober 200,1,FALSE,103,Dover International Speedway,2019-10-05T15:00:00,2019-10-05T15:00:00,2019-10-05T15:00:00,200,200,200,200,45,45,110,38,4228,157.246,9,6,6,33,107.639,1:51:29,1.000,0,"Cole Custer won the Use Your Melon Drive Sober 200 at Dover International Speedway, his ninth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reasons indicated: Nos. 1 (engine change), 15 (unapproved adjustments), 98 (unapproved adjustments).",0,MRN,NBCSN,2275,TRUE,NA,Dover
4840,2,2019,Kansas Lottery 300,1,FALSE,41,Kansas Speedway,2019-10-19T15:00:00,2019-10-19T14:00:00,2019-10-19T14:00:00,300,300,200,200,45,45,110,38,4153,181.165,12,5,8,41,119.074,2:31:10,0.272,0,"Brandon Jones won the 19th annual Kansas Lottery 300 at Kansas Speedway. His first victory in the NASCAR Xfinity Series. Prior to the start of the race, no vehicle(s) dropped to the rear of the field under penalty.",0,MRN,NBC,2721,TRUE,NA,Kansas
4841,2,2019,O'Reilly Auto Parts 300,1,FALSE,43,Texas Motor Speedway,2019-11-02T20:30:00,2019-11-02T19:30:00,2019-11-02T19:30:00,300,300,200,200,45,45,110,38,4065,190.705,9,4,9,51,116.543,2:34:27,5.561,0,"Christopher Bell won the 15th annual O'Reilly Auto Parts 300 at Texas Motor Speedway, his 16th career NASCAR Xfinity Series victory. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: No. 7 (engine change), No. 11 (back-up car) and No.39 (back-up car).",0,PRN,NBCSN,3794,TRUE,NA,Texas
4842,2,2019,Desert Diamond West Valley Casino 200,1,FALSE,84,ISM Raceway,2019-11-09T15:30:00,2019-11-09T13:30:00,2019-11-09T13:30:00,200,200,200,200,45,45,110,38,4153,132.45,9,6,4,23,106.936,1:52:13,0.810,0,"Justin Allgaier won the 21st annual Desert Diamond Casino West Valley 200 at ISM Raceway. His 11th victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: #17 (Engine Change), #52 (Unapproved Adjustments), #61 (Tire Change), #74 (Backup Car).",0,MRN,NBC,2860,TRUE,NA,Phoenix
4843,2,2019,Ford EcoBoost 300,1,FALSE,40,Homestead-Miami Speedway,2019-11-16T15:30:00,2019-11-16T15:30:00,2019-11-16T15:30:00,300,300,200,200,45,45,110,38,4065,167.069,15,6,7,35,118.564,2:31:49,1.038,0,"Tyler Reddick won the 25th annual Ford EcoBoost 300 at Homestead-Miami Speedway. His ninth victory in the NASCAR Xfinity Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: #74 (unapproved adjustments). ",0,MRN,NBCSN,2861,TRUE,NA,Homestead
